U(k),U(k-1),U(k-2),U(k-3),Y(k),Y(k-1),Y(k-2),Y(k-3)
-0.897829707,-0.870359761,0.133204382,0.931018533,0.70687141,0.492045365,0.33405084,0.723973546
0.700620803,-0.897829707,-0.870359761,0.133204382,1.030371328,0.70687141,0.492045365,0.33405084
0.764798262,0.700620803,-0.897829707,-0.870359761,0.47353407,1.030371328,0.70687141,0.492045365
0.892316158,0.764798262,0.700620803,-0.897829707,0.67228013,0.47353407,1.030371328,0.70687141
0.846676351,0.892316158,0.764798262,0.700620803,0.541960177,0.67228013,0.47353407,1.030371328
-0.240593542,0.846676351,0.892316158,0.764798262,0.334373888,0.541960177,0.67228013,0.47353407
0.742790397,-0.240593542,0.846676351,0.892316158,1.007290806,0.334373888,0.541960177,0.67228013
0.1522449,0.742790397,-0.240593542,0.846676351,0.313408025,1.007290806,0.334373888,0.541960177
-0.624626786,0.1522449,0.742790397,-0.240593542,0.559547852,0.313408025,1.007290806,0.334373888
0.985789898,-0.624626786,0.1522449,0.742790397,1.075046999,0.559547852,0.313408025,1.007290806
0.784863213,0.985789898,-0.624626786,0.1522449,0.382395629,1.075046999,0.559547852,0.313408025
-0.957931695,0.784863213,0.985789898,-0.624626786,0.248440029,0.382395629,1.075046999,0.559547852
-0.153680626,-0.957931695,0.784863213,0.985789898,1.049958981,0.248440029,0.382395629,1.075046999
0.667504376,-0.153680626,-0.957931695,0.784863213,0.70079492,1.049958981,0.248440029,0.382395629
0.302291656,0.667504376,-0.153680626,-0.957931695,0.463281965,0.70079492,1.049958981,0.248440029
-0.160102464,0.302291656,0.667504376,-0.153680626,0.552682175,0.463281965,0.70079492,1.049958981
0.500506167,-0.160102464,0.302291656,0.667504376,0.81720409,0.552682175,0.463281965,0.70079492
-0.86390242,0.500506167,-0.160102464,0.302291656,0.184168467,0.81720409,0.552682175,0.463281965
-0.289413496,-0.86390242,0.500506167,-0.160102464,1.031291789,0.184168467,0.81720409,0.552682175
0.915164853,-0.289413496,-0.86390242,0.500506167,0.807912826,1.031291789,0.184168467,0.81720409
0.879646338,0.915164853,-0.289413496,-0.86390242,0.498486143,0.807912826,1.031291789,0.184168467
-0.113163931,0.879646338,0.915164853,-0.289413496,0.375155287,0.498486143,0.807912826,1.031291789
-0.840083872,-0.113163931,0.879646338,0.915164853,0.551118812,0.375155287,0.498486143,0.807912826
-0.261357469,-0.840083872,-0.113163931,0.879646338,0.831381734,0.551118812,0.375155287,0.498486143
-0.903255807,-0.261357469,-0.840083872,-0.113163931,0.398629094,0.831381734,0.551118812,0.375155287
-0.204578106,-0.903255807,-0.261357469,-0.840083872,0.934818057,0.398629094,0.831381734,0.551118812
-0.075168122,-0.204578106,-0.903255807,-0.261357469,0.559425865,0.934818057,0.398629094,0.831381734
0.226876432,-0.075168122,-0.204578106,-0.903255807,0.720531193,0.559425865,0.934818057,0.398629094
-0.2879042,0.226876432,-0.075168122,-0.204578106,0.441176871,0.720531193,0.559425865,0.934818057
0.587198181,-0.2879042,0.226876432,-0.075168122,0.927048164,0.441176871,0.720531193,0.559425865
0.987429618,0.587198181,-0.2879042,0.226876432,0.58962634,0.927048164,0.441176871,0.720531193
0.792351947,0.987429618,0.587198181,-0.2879042,0.530937756,0.58962634,0.927048164,0.441176871
-0.747204021,0.792351947,0.987429618,0.587198181,0.228687831,0.530937756,0.58962634,0.927048164
-0.089443591,-0.747204021,0.792351947,0.987429618,1.015676685,0.228687831,0.530937756,0.58962634
-0.94740247,-0.089443591,-0.747204021,0.792351947,0.28609377,1.015676685,0.228687831,0.530937756
0.952443214,-0.94740247,-0.089443591,-0.747204021,1.299879826,0.28609377,1.015676685,0.228687831
0.377949379,0.952443214,-0.94740247,-0.089443591,0.243559708,1.299879826,0.28609377,1.015676685
-0.730146279,0.377949379,0.952443214,-0.94740247,0.50822175,0.243559708,1.299879826,0.28609377
-0.473158551,-0.730146279,0.377949379,0.952443214,0.763786721,0.50822175,0.243559708,1.299879826
0.911658108,-0.473158551,-0.730146279,0.377949379,0.936824066,0.763786721,0.50822175,0.243559708
0.258175958,0.911658108,-0.473158551,-0.730146279,0.307355714,0.936824066,0.763786721,0.50822175
0.162291487,0.258175958,0.911658108,-0.473158551,0.728022849,0.307355714,0.936824066,0.763786721
-0.74853389,0.162291487,0.258175958,0.911658108,0.342875133,0.728022849,0.307355714,0.936824066
0.356261732,-0.74853389,0.162291487,0.258175958,1.058296475,0.342875133,0.728022849,0.307355714
0.099210151,0.356261732,-0.74853389,0.162291487,0.403762677,1.058296475,0.342875133,0.728022849
0.056889761,0.099210151,0.356261732,-0.74853389,0.696830522,0.403762677,1.058296475,0.342875133
0.410279953,0.056889761,0.099210151,0.356261732,0.674837108,0.696830522,0.403762677,1.058296475
-0.545538267,0.410279953,0.056889761,0.099210151,0.337604438,0.674837108,0.696830522,0.403762677
0.696369814,-0.545538267,0.410279953,0.056889761,1.085359109,0.337604438,0.674837108,0.696830522
0.003740604,0.696369814,-0.545538267,0.410279953,0.271557921,1.085359109,0.337604438,0.674837108
0.217478991,0.003740604,0.696369814,-0.545538267,0.839684412,0.271557921,1.085359109,0.337604438
0.12078968,0.217478991,0.003740604,0.696369814,0.508525214,0.839684412,0.271557921,1.085359109
0.884560872,0.12078968,0.217478991,0.003740604,0.847802409,0.508525214,0.839684412,0.271557921
-0.759208733,0.884560872,0.12078968,0.217478991,0.08601296,0.847802409,0.508525214,0.839684412
0.440225684,-0.759208733,0.884560872,0.12078968,1.258618365,0.08601296,0.847802409,0.508525214
0.852578384,0.440225684,-0.759208733,0.884560872,0.523825438,1.258618365,0.08601296,0.847802409
-0.097734153,0.852578384,0.440225684,-0.759208733,0.376036093,0.523825438,1.258618365,0.08601296
0.55380284,-0.097734153,0.852578384,0.440225684,0.89449608,0.376036093,0.523825438,1.258618365
-0.520277484,0.55380284,-0.097734153,0.852578384,0.231634627,0.89449608,0.376036093,0.523825438
-0.396658345,-0.520277484,0.55380284,-0.097734153,0.868847764,0.231634627,0.89449608,0.376036093
0.861551808,-0.396658345,-0.520277484,0.55380284,0.869474519,0.868847764,0.231634627,0.89449608
-0.0684577,0.861551808,-0.396658345,-0.520277484,0.259329704,0.869474519,0.868847764,0.231634627
-0.536908231,-0.0684577,0.861551808,-0.396658345,0.680383478,0.259329704,0.869474519,0.868847764
-0.837711105,-0.536908231,-0.0684577,0.861551808,0.54674695,0.680383478,0.259329704,0.869474519
-0.10118822,-0.837711105,-0.536908231,-0.0684577,0.872534442,0.54674695,0.680383478,0.259329704
-0.094219596,-0.10118822,-0.837711105,-0.536908231,0.540837138,0.872534442,0.54674695,0.680383478
0.761837505,-0.094219596,-0.10118822,-0.837711105,0.867723112,0.540837138,0.872534442,0.54674695
0.93408514,0.761837505,-0.094219596,-0.10118822,0.540381302,0.867723112,0.540837138,0.872534442
-0.273256801,0.93408514,0.761837505,-0.094219596,0.300650169,0.540381302,0.867723112,0.540837138
0.967195745,-0.273256801,0.93408514,0.761837505,1.092622223,0.300650169,0.540381302,0.867723112
-0.832061897,0.967195745,-0.273256801,0.93408514,-0.020304858,1.092622223,0.300650169,0.540381302
-0.83211404,-0.832061897,0.967195745,-0.273256801,1.062315749,-0.020304858,1.092622223,0.300650169
0.897545511,-0.83211404,-0.832061897,0.967195745,0.958912392,1.062315749,-0.020304858,1.092622223
0.412781169,0.897545511,-0.83211404,-0.832061897,0.344418991,0.958912392,1.062315749,-0.020304858
0.342219968,0.412781169,0.897545511,-0.83211404,0.705536376,0.344418991,0.958912392,1.062315749
-0.042080715,0.342219968,0.412781169,0.897545511,0.473139642,0.705536376,0.344418991,0.958912392
-0.719573165,-0.042080715,0.342219968,0.412781169,0.511553196,0.473139642,0.705536376,0.344418991
0.458662652,-0.719573165,-0.042080715,0.342219968,0.992108772,0.511553196,0.473139642,0.705536376
-0.977800382,0.458662652,-0.719573165,-0.042080715,0.119931731,0.992108772,0.511553196,0.473139642
0.665407737,-0.977800382,0.458662652,-0.719573165,1.352603619,0.119931731,0.992108772,0.511553196
0.783649482,0.665407737,-0.977800382,0.458662652,0.421351029,1.352603619,0.119931731,0.992108772
-0.711050556,0.783649482,0.665407737,-0.977800382,0.290698485,0.421351029,1.352603619,0.119931731
-0.78221305,-0.711050556,0.783649482,0.665407737,0.792536193,0.290698485,0.421351029,1.352603619
-0.943376316,-0.78221305,-0.711050556,0.783649482,0.556688628,0.792536193,0.290698485,0.421351029
-0.536091491,-0.943376316,-0.78221305,-0.711050556,0.791379246,0.556688628,0.792536193,0.290698485
0.727929551,-0.536091491,-0.943376316,-0.78221305,0.901038921,0.791379246,0.556688628,0.792536193
-0.400649041,0.727929551,-0.536091491,-0.943376316,0.207487031,0.901038921,0.791379246,0.556688628
0.7485174,-0.400649041,0.727929551,-0.536091491,1.135490307,0.207487031,0.901038921,0.791379246
0.315248725,0.7485174,-0.400649041,0.727929551,0.322533495,1.135490307,0.207487031,0.901038921
0.107341219,0.315248725,0.7485174,-0.400649041,0.688385204,0.322533495,1.135490307,0.207487031
0.817922419,0.107341219,0.315248725,0.7485174,0.764560141,0.688385204,0.322533495,1.135490307
0.003330671,0.817922419,0.107341219,0.315248725,0.322169412,0.764560141,0.688385204,0.322533495
0.933402084,0.003330671,0.817922419,0.107341219,0.988684049,0.322169412,0.764560141,0.688385204
-0.136653318,0.933402084,0.003330671,0.817922419,0.18866113,0.988684049,0.322169412,0.764560141
-0.366896762,-0.136653318,0.933402084,0.003330671,0.790554467,0.18866113,0.988684049,0.322169412
-0.807302727,-0.366896762,-0.136653318,0.933402084,0.466729569,0.790554467,0.18866113,0.988684049
0.595501856,-0.807302727,-0.366896762,-0.136653318,1.072855223,0.466729569,0.790554467,0.18866113
0.69106702,0.595501856,-0.807302727,-0.366896762,0.476542558,1.072855223,0.466729569,0.790554467
0.236267371,0.69106702,0.595501856,-0.807302727,0.529004561,0.476542558,1.072855223,0.466729569
-0.824460549,0.236267371,0.69106702,0.595501856,0.377024937,0.529004561,0.476542558,1.072855223
-0.46273016,-0.824460549,0.236267371,0.69106702,0.857858886,0.377024937,0.529004561,0.476542558
-0.57143513,-0.46273016,-0.824460549,0.236267371,0.534214278,0.857858886,0.377024937,0.529004561
-0.370030599,-0.57143513,-0.46273016,-0.824460549,0.730722324,0.534214278,0.857858886,0.377024937
-0.428222641,-0.370030599,-0.57143513,-0.46273016,0.581746956,0.730722324,0.534214278,0.857858886
-0.113956313,-0.428222641,-0.370030599,-0.57143513,0.732190089,0.581746956,0.730722324,0.534214278
0.907592926,-0.113956313,-0.428222641,-0.370030599,0.838388971,0.732190089,0.581746956,0.730722324
-0.237576071,0.907592926,-0.113956313,-0.428222641,0.21228263,0.838388971,0.732190089,0.581746956
-0.877154684,-0.237576071,0.907592926,-0.113956313,0.6768743,0.21228263,0.838388971,0.732190089
0.821528176,-0.877154684,-0.237576071,0.907592926,1.064876071,0.6768743,0.21228263,0.838388971
0.083583481,0.821528176,-0.877154684,-0.237576071,0.258727983,1.064876071,0.6768743,0.21228263
-0.434142179,0.083583481,0.821528176,-0.877154684,0.660842235,0.258727983,1.064876071,0.6768743
0.048932425,-0.434142179,0.083583481,0.821528176,0.744579909,0.660842235,0.258727983,1.064876071
0.930941037,0.048932425,-0.434142179,0.083583481,0.791259428,0.744579909,0.660842235,0.258727983
0.400280109,0.930941037,0.048932425,-0.434142179,0.379054143,0.791259428,0.744579909,0.660842235
0.893801759,0.400280109,0.930941037,0.048932425,0.828501098,0.379054143,0.791259428,0.744579909
-0.514474225,0.893801759,0.400280109,0.930941037,0.150136951,0.828501098,0.379054143,0.791259428
0.121214869,-0.514474225,0.893801759,0.400280109,1.05410766,0.150136951,0.828501098,0.379054143
0.053730888,0.121214869,-0.514474225,0.893801759,0.463897662,1.05410766,0.150136951,0.828501098
0.708803578,0.053730888,0.121214869,-0.514474225,0.844189489,0.463897662,1.05410766,0.150136951
-0.257553679,0.708803578,0.053730888,0.121214869,0.265214135,0.844189489,0.463897662,1.05410766
0.879622648,-0.257553679,0.708803578,0.053730888,1.087551807,0.265214135,0.844189489,0.463897662
-0.970804301,0.879622648,-0.257553679,0.708803578,-0.027557842,1.087551807,0.265214135,0.844189489
0.17764879,-0.970804301,0.879622648,-0.257553679,1.363992286,-0.027557842,1.087551807,0.265214135
0.075681053,0.17764879,-0.970804301,0.879622648,0.388638851,1.363992286,-0.027557842,1.087551807
-0.605088952,0.075681053,0.17764879,-0.970804301,0.546153089,0.388638851,1.363992286,-0.027557842
-0.891690293,-0.605088952,0.075681053,0.17764879,0.605370598,0.546153089,0.388638851,1.363992286
-0.704556112,-0.891690293,-0.605088952,0.075681053,0.714277188,0.605370598,0.546153089,0.388638851
-0.974701624,-0.704556112,-0.891690293,-0.605088952,0.551027662,0.714277188,0.605370598,0.546153089
0.200374903,-0.974701624,-0.704556112,-0.891690293,0.98723804,0.551027662,0.714277188,0.605370598
0.109907928,0.200374903,-0.974701624,-0.704556112,0.470575491,0.98723804,0.551027662,0.714277188
0.19295364,0.109907928,0.200374903,-0.974701624,0.695271925,0.470575491,0.98723804,0.551027662
-0.550739341,0.19295364,0.109907928,0.200374903,0.394304942,0.695271925,0.470575491,0.98723804
0.64923309,-0.550739341,0.19295364,0.109907928,1.044733299,0.394304942,0.695271925,0.470575491
-0.417055879,0.64923309,-0.550739341,0.19295364,0.19002744,1.044733299,0.394304942,0.695271925
-0.865503549,-0.417055879,0.64923309,-0.550739341,0.749057634,0.19002744,1.044733299,0.394304942
-0.471407451,-0.865503549,-0.417055879,0.64923309,0.71353565,0.749057634,0.19002744,1.044733299
0.788330422,-0.471407451,-0.865503549,-0.417055879,0.922093516,0.71353565,0.749057634,0.19002744
-0.31438385,0.788330422,-0.471407451,-0.865503549,0.20517096,0.922093516,0.71353565,0.749057634
-0.707716218,-0.31438385,0.788330422,-0.471407451,0.747143897,0.20517096,0.922093516,0.71353565
0.26584833,-0.707716218,-0.31438385,0.788330422,0.851139649,0.747143897,0.20517096,0.922093516
0.28016362,0.26584833,-0.707716218,-0.31438385,0.530494165,0.851139649,0.747143897,0.20517096
0.805618079,0.28016362,0.26584833,-0.707716218,0.770739173,0.530494165,0.851139649,0.747143897
-0.259520522,0.805618079,0.28016362,0.26584833,0.258170357,0.770739173,0.530494165,0.851139649
0.464716646,-0.259520522,0.805618079,0.28016362,0.988840246,0.258170357,0.770739173,0.530494165
-0.027244148,0.464716646,-0.259520522,0.805618079,0.356579563,0.988840246,0.258170357,0.770739173
0.888531464,-0.027244148,0.464716646,-0.259520522,0.967454176,0.356579563,0.988840246,0.258170357
0.78885372,0.888531464,-0.027244148,0.464716646,0.438925041,0.967454176,0.356579563,0.988840246
-0.667930558,0.78885372,0.888531464,-0.027244148,0.291324479,0.438925041,0.967454176,0.356579563
0.698709537,-0.667930558,0.78885372,0.888531464,1.149455253,0.291324479,0.438925041,0.967454176
0.670886522,0.698709537,-0.667930558,0.78885372,0.423342925,1.149455253,0.291324479,0.438925041
-0.057984119,0.670886522,0.698709537,-0.667930558,0.486809392,0.423342925,1.149455253,0.291324479
0.744930342,-0.057984119,0.670886522,0.698709537,0.876208991,0.486809392,0.423342925,1.149455253
0.676991628,0.744930342,-0.057984119,0.670886522,0.478758469,0.876208991,0.486809392,0.423342925
-0.415296644,0.676991628,0.744930342,-0.057984119,0.369321308,0.478758469,0.876208991,0.486809392
-0.898322084,-0.415296644,0.676991628,0.744930342,0.630297261,0.369321308,0.478758469,0.876208991
-0.876284921,-0.898322084,-0.415296644,0.676991628,0.663810465,0.630297261,0.369321308,0.478758469
-0.61702854,-0.876284921,-0.898322084,-0.415296644,0.709658339,0.663810465,0.630297261,0.369321308
0.793509424,-0.61702854,-0.876284921,-0.898322084,0.968398106,0.709658339,0.663810465,0.630297261
0.160800971,0.793509424,-0.61702854,-0.876284921,0.310174728,0.968398106,0.709658339,0.663810465
0.751316661,0.160800971,0.793509424,-0.61702854,0.902845849,0.310174728,0.968398106,0.709658339
-0.111326778,0.751316661,0.160800971,0.793509424,0.272301952,0.902845849,0.310174728,0.968398106
0.596722079,-0.111326778,0.751316661,0.160800971,0.968555497,0.272301952,0.902845849,0.310174728
-0.365621688,0.596722079,-0.111326778,0.751316661,0.237564649,0.968555497,0.272301952,0.902845849
-0.950115936,-0.365621688,0.596722079,-0.111326778,0.680196117,0.237564649,0.968555497,0.272301952
-0.796522405,-0.950115936,-0.365621688,0.596722079,0.681072797,0.680196117,0.237564649,0.968555497
-0.374303842,-0.796522405,-0.950115936,-0.365621688,0.740238998,0.681072797,0.680196117,0.237564649
-0.698199705,-0.374303842,-0.796522405,-0.950115936,0.512374941,0.740238998,0.681072797,0.680196117
-0.189519173,-0.698199705,-0.374303842,-0.796522405,0.823291814,0.512374941,0.740238998,0.681072797
0.614539954,-0.189519173,-0.698199705,-0.374303842,0.758949299,0.823291814,0.512374941,0.740238998
-0.169268882,0.614539954,-0.189519173,-0.698199705,0.341842012,0.758949299,0.823291814,0.512374941
0.11232393,-0.169268882,0.614539954,-0.189519173,0.824105864,0.341842012,0.758949299,0.823291814
0.373053651,0.11232393,-0.169268882,0.614539954,0.60778003,0.824105864,0.341842012,0.758949299
0.719700233,0.373053651,0.11232393,-0.169268882,0.689984595,0.60778003,0.824105864,0.341842012
0.68453114,0.719700233,0.373053651,0.11232393,0.546944085,0.689984595,0.60778003,0.824105864
-0.201986917,0.68453114,0.719700233,0.373053651,0.390579705,0.546944085,0.689984595,0.60778003
-0.907579053,-0.201986917,0.68453114,0.719700233,0.552825859,0.390579705,0.546944085,0.689984595
-0.569488368,-0.907579053,-0.201986917,0.68453114,0.773888839,0.552825859,0.390579705,0.546944085
0.053540205,-0.569488368,-0.907579053,-0.201986917,0.747964744,0.773888839,0.552825859,0.390579705
0.634350955,0.053540205,-0.569488368,-0.907579053,0.714619596,0.747964744,0.773888839,0.552825859
0.480645462,0.634350955,0.053540205,-0.569488368,0.513075822,0.714619596,0.747964744,0.773888839
-0.558526415,0.480645462,0.634350955,0.053540205,0.37708017,0.513075822,0.714619596,0.747964744
0.219853461,-0.558526415,0.480645462,0.634350955,0.948695424,0.37708017,0.513075822,0.714619596
0.625397362,0.219853461,-0.558526415,0.480645462,0.603557129,0.948695424,0.37708017,0.513075822
-0.832521594,0.625397362,0.219853461,-0.558526415,0.227863972,0.603557129,0.948695424,0.37708017
0.531651052,-0.832521594,0.625397362,0.219853461,1.197091704,0.227863972,0.603557129,0.948695424
-0.534563779,0.531651052,-0.832521594,0.625397362,0.162010877,1.197091704,0.227863972,0.603557129
-0.872049882,-0.534563779,0.531651052,-0.832521594,0.802933806,0.162010877,1.197091704,0.227863972
-0.826815181,-0.872049882,-0.534563779,0.531651052,0.609562703,0.802933806,0.162010877,1.197091704
-0.424054108,-0.826815181,-0.872049882,-0.534563779,0.763317789,0.609562703,0.802933806,0.162010877
-0.564522802,-0.424054108,-0.826815181,-0.872049882,0.553198281,0.763317789,0.609562703,0.802933806
-0.704209063,-0.564522802,-0.424054108,-0.826815181,0.637137376,0.553198281,0.763317789,0.609562703
0.155436021,-0.704209063,-0.564522802,-0.424054108,0.860944014,0.637137376,0.553198281,0.763317789
-0.64110695,0.155436021,-0.704209063,-0.564522802,0.330454135,0.860944014,0.637137376,0.553198281
-0.996326037,-0.64110695,0.155436021,-0.704209063,0.69487363,0.330454135,0.860944014,0.637137376
-0.996840667,-0.996326037,-0.64110695,0.155436021,0.639702134,0.69487363,0.330454135,0.860944014
-0.000459912,-0.996840667,-0.996326037,-0.64110695,0.908804087,0.639702134,0.69487363,0.330454135
-0.432658583,-0.000459912,-0.996840667,-0.996326037,0.415861561,0.908804087,0.639702134,0.69487363
0.041463476,-0.432658583,-0.000459912,-0.996840667,0.846447185,0.415861561,0.908804087,0.639702134
0.870906477,0.041463476,-0.432658583,-0.000459912,0.74686819,0.846447185,0.415861561,0.908804087
-0.410404465,0.870906477,0.041463476,-0.432658583,0.208579977,0.74686819,0.846447185,0.415861561
-0.764357032,-0.410404465,0.870906477,0.041463476,0.759449397,0.208579977,0.74686819,0.846447185
0.536403928,-0.764357032,-0.410404465,0.870906477,0.931767717,0.759449397,0.208579977,0.74686819
0.197578235,0.536403928,-0.764357032,-0.410404465,0.406133962,0.931767717,0.759449397,0.208579977
-0.017640237,0.197578235,0.536403928,-0.764357032,0.647486264,0.406133962,0.931767717,0.759449397
-0.235765993,-0.017640237,0.197578235,0.536403928,0.553335907,0.647486264,0.406133962,0.931767717
-0.446502623,-0.235765993,-0.017640237,0.197578235,0.6028799,0.553335907,0.647486264,0.406133962
-0.474105327,-0.446502623,-0.235765993,-0.017640237,0.639301516,0.6028799,0.553335907,0.647486264
0.480891845,-0.474105327,-0.446502623,-0.235765993,0.872470466,0.639301516,0.6028799,0.553335907
0.796897354,0.480891845,-0.474105327,-0.446502623,0.589010602,0.872470466,0.639301516,0.6028799
0.821503337,0.796897354,0.480891845,-0.474105327,0.595629049,0.589010602,0.872470466,0.639301516
-0.068927336,0.821503337,0.796897354,0.480891845,0.363029245,0.595629049,0.589010602,0.872470466
0.5019125,-0.068927336,0.821503337,0.796897354,0.8798163,0.363029245,0.595629049,0.589010602
0.227335856,0.5019125,-0.068927336,0.821503337,0.438227088,0.8798163,0.363029245,0.595629049
0.238564489,0.227335856,0.5019125,-0.068927336,0.686740856,0.438227088,0.8798163,0.363029245
0.215303817,0.238564489,0.227335856,0.5019125,0.575115905,0.686740856,0.438227088,0.8798163
-0.306677988,0.215303817,0.238564489,0.227335856,0.493613272,0.575115905,0.686740856,0.438227088
0.095172116,-0.306677988,0.215303817,0.238564489,0.785313775,0.493613272,0.575115905,0.686740856
-0.735699541,0.095172116,-0.306677988,0.215303817,0.347649108,0.785313775,0.493613272,0.575115905
0.533760205,-0.735699541,0.095172116,-0.306677988,1.096182832,0.347649108,0.785313775,0.493613272
0.307397666,0.533760205,-0.735699541,0.095172116,0.393778978,1.096182832,0.347649108,0.785313775
0.092320013,0.307397666,0.533760205,-0.735699541,0.648334575,0.393778978,1.096182832,0.347649108
0.608754171,0.092320013,0.307397666,0.533760205,0.731165489,0.648334575,0.393778978,1.096182832
-0.769244834,0.608754171,0.092320013,0.307397666,0.202708066,0.731165489,0.648334575,0.393778978
-0.739187889,-0.769244834,0.608754171,0.092320013,0.877433444,0.202708066,0.731165489,0.648334575
0.569035512,-0.739187889,-0.769244834,0.608754171,0.896657296,0.877433444,0.202708066,0.731165489
0.718724569,0.569035512,-0.739187889,-0.769244834,0.536213867,0.896657296,0.877433444,0.202708066
-0.706833523,0.718724569,0.569035512,-0.739187889,0.258625279,0.536213867,0.896657296,0.877433444
0.308702692,-0.706833523,0.718724569,0.569035512,1.08374338,0.258625279,0.536213867,0.896657296
0.037226148,0.308702692,-0.706833523,0.718724569,0.396601273,1.08374338,0.258625279,0.536213867
-0.989162671,0.037226148,0.308702692,-0.706833523,0.457565466,0.396601273,1.08374338,0.258625279
0.392815852,-0.989162671,0.037226148,0.308702692,1.081028294,0.457565466,0.396601273,1.08374338
0.528079449,0.392815852,-0.989162671,0.037226148,0.494706776,1.081028294,0.457565466,0.396601273
0.00965535,0.528079449,0.392815852,-0.989162671,0.513017545,0.494706776,1.081028294,0.457565466
0.820003132,0.00965535,0.528079449,0.392815852,0.863035047,0.513017545,0.494706776,1.081028294
-0.69453211,0.820003132,0.00965535,0.528079449,0.117124588,0.863035047,0.513017545,0.494706776
-0.555642272,-0.69453211,0.820003132,0.00965535,0.964604368,0.117124588,0.863035047,0.513017545
-0.981437412,-0.555642272,-0.69453211,0.820003132,0.430341664,0.964604368,0.117124588,0.863035047
0.621484222,-0.981437412,-0.555642272,-0.69453211,1.148935937,0.430341664,0.964604368,0.117124588
0.868755518,0.621484222,-0.981437412,-0.555642272,0.496090198,1.148935937,0.430341664,0.964604368
-0.829102316,0.868755518,0.621484222,-0.981437412,0.200506663,0.496090198,1.148935937,0.430341664
0.296811323,-0.829102316,0.868755518,0.621484222,1.155915158,0.200506663,0.496090198,1.148935937
-0.789855336,0.296811323,-0.829102316,0.868755518,0.177332914,1.155915158,0.200506663,0.496090198
0.270248996,-0.789855336,0.296811323,-0.829102316,1.153896275,0.177332914,1.155915158,0.200506663
-0.416614899,0.270248996,-0.789855336,0.296811323,0.279046487,1.153896275,0.177332914,1.155915158
0.768444166,-0.416614899,0.270248996,-0.789855336,1.098927923,0.279046487,1.153896275,0.177332914
-0.305331631,0.768444166,-0.416614899,0.270248996,0.169567544,1.098927923,0.279046487,1.153896275
0.467132312,-0.305331631,0.768444166,-0.416614899,1.063399454,0.169567544,1.098927923,0.279046487
0.997634883,0.467132312,-0.305331631,0.768444166,0.593906162,1.063399454,0.169567544,1.098927923
-0.808190018,0.997634883,0.467132312,-0.305331631,0.126051537,0.593906162,1.063399454,0.169567544
-0.103800392,-0.808190018,0.997634883,0.467132312,1.104565728,0.126051537,0.593906162,1.063399454
-0.444983166,-0.103800392,-0.808190018,0.997634883,0.395051736,1.104565728,0.126051537,0.593906162
0.436001244,-0.444983166,-0.103800392,-0.808190018,0.959314554,0.395051736,1.104565728,0.126051537
-0.812876346,0.436001244,-0.444983166,-0.103800392,0.176363111,0.959314554,0.395051736,1.104565728
-0.884747639,-0.812876346,0.436001244,-0.444983166,0.872753653,0.176363111,0.959314554,0.395051736
0.46473685,-0.884747639,-0.812876346,0.436001244,0.915581565,0.872753653,0.176363111,0.959314554
-0.524643949,0.46473685,-0.884747639,-0.812876346,0.251452633,0.915581565,0.872753653,0.176363111
-0.51091037,-0.524643949,0.46473685,-0.884747639,0.828736986,0.251452633,0.915581565,0.872753653
0.409756702,-0.51091037,-0.524643949,0.46473685,0.802537777,0.828736986,0.251452633,0.915581565
-0.532851888,0.409756702,-0.51091037,-0.524643949,0.298633411,0.802537777,0.828736986,0.251452633
0.205656402,-0.532851888,0.409756702,-0.51091037,0.98130992,0.298633411,0.802537777,0.828736986
-0.81606857,0.205656402,-0.532851888,0.409756702,0.239002534,0.98130992,0.298633411,0.802537777
0.803820075,-0.81606857,0.205656402,-0.532851888,1.252876441,0.239002534,0.98130992,0.298633411
0.016165566,0.803820075,-0.81606857,0.205656402,0.206772353,1.252876441,0.239002534,0.98130992
0.250012357,0.016165566,0.803820075,-0.81606857,0.886310123,0.206772353,1.252876441,0.239002534
0.344511049,0.250012357,0.016165566,0.803820075,0.541259576,0.886310123,0.206772353,1.252876441
-0.438279581,0.344511049,0.250012357,0.016165566,0.435896765,0.541259576,0.886310123,0.206772353
-0.289668701,-0.438279581,0.344511049,0.250012357,0.755495595,0.435896765,0.541259576,0.886310123
-0.726526275,-0.289668701,-0.438279581,0.344511049,0.47490875,0.755495595,0.435896765,0.541259576
0.084226822,-0.726526275,-0.289668701,-0.438279581,0.917022634,0.47490875,0.755495595,0.435896765
-0.533673075,0.084226822,-0.726526275,-0.289668701,0.362955935,0.917022634,0.47490875,0.755495595
0.057365938,-0.533673075,0.084226822,-0.726526275,0.908142842,0.362955935,0.917022634,0.47490875
0.93553294,0.057365938,-0.533673075,0.084226822,0.740743234,0.908142842,0.362955935,0.917022634
-0.983759586,0.93553294,0.057365938,-0.533673075,0.047867484,0.740743234,0.908142842,0.362955935
-0.083203355,-0.983759586,0.93553294,0.057365938,1.228646181,0.047867484,0.740743234,0.908142842
0.473340917,-0.083203355,-0.983759586,0.93553294,0.591999134,1.228646181,0.047867484,0.740743234
0.778607624,0.473340917,-0.083203355,-0.983759586,0.680790676,0.591999134,1.228646181,0.047867484
0.781897146,0.778607624,0.473340917,-0.083203355,0.556850083,0.680790676,0.591999134,1.228646181
0.256346883,0.781897146,0.778607624,0.473340917,0.471840181,0.556850083,0.680790676,0.591999134
0.328149802,0.256346883,0.781897146,0.778607624,0.684554978,0.471840181,0.556850083,0.680790676
